sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
125,0.67878,3715.2,4516.0,9.4015,27.059,42.961,2755.4,73.267,120.42,0.34502,79.353,49.522,2688.2,22.759,50.095,3138.1,23.314,71.947,393.58,358.11,93.907,77.672,33.437,8.7557,26.77,6.674,17.059,1.643,35.092,13.931,24.093,1.1205,16.986,2.2929,4.7317,2.3353,0.0048736,0.69906,0.091205,53.399,44.421,63.845,53.731,67.112,62.282,26.806,39.179,36.692,46.754,98.371,42.844,17.108
126,0.67722,3718.3,4505.5,9.1501,27.123,42.871,2757.4,74.055,120.39,0.34813,79.023,51.038,2689.9,24.378,48.527,3139.7,24.5,71.888,388.29,358.65,93.701,77.465,33.437,8.7557,26.77,6.674,17.059,1.643,35.092,13.931,24.093,1.1205,16.986,2.2929,4.7317,2.3353,0.015001,0.6695,0.089917,53.651,44.082,63.792,53.858,67.266,64.452,26.79,38.799,41.154,43.125,97.13,42.902,14.301
127,0.65953,3724.5,4612.6,9.4033,27.063,42.329,2761.6,74.006,120.42,0.36245,78.806,49.494,2694.2,25.721,50.079,3142.4,22.643,71.694,388.13,358.74,93.973,77.611,33.554,8.8646,26.762,6.8297,17.401,1.6483,35.087,13.736,24.184,1.159,16.053,2.3073,4.7687,2.2082,0.015001,0.6695,0.089917,53.651,44.082,63.765,54.593,64.983,58.978,27.14,40.112,36.61,46.717,96.303,43.698,18.707
128,0.66226,3732.0,4566.9,9.2907,26.734,42.591,2766.1,74.665,120.39,0.35958,78.909,50.204,2699.3,23.466,50.974,3146.4,22.301,71.594,385.72,358.9,93.729,77.921,33.554,8.8646,26.762,6.8297,17.401,1.6483,35.087,13.736,24.184,1.159,16.053,2.3073,4.7687,2.2082,0.015001,0.6695,0.089917,53.651,44.082,63.635,55.141,64.714,59.601,27.205,40.463,38.701,48.788,95.681,42.347,19.478
129,0.63664,3691.2,4612.7,9.2578,26.709,42.596,2769.2,73.603,120.39,0.33424,78.713,49.799,2703.4,24.482,51.829,3148.5,22.977,71.478,386.14,359.23,93.993,77.258,33.586,9.0526,26.811,6.6015,17.062,1.6582,35.463,13.817,24.282,1.0184,16.5,2.28,4.5897,2.2753,0.015001,0.6695,0.089917,53.651,44.082,63.095,54.014,62.334,61.345,27.686,38.327,37.508,50.766,94.808,42.557,17.921
130,0.63589,3701.9,4541.1,9.2226,26.996,42.792,2772.5,74.134,120.39,0.33525,78.659,50.612,2705.9,23.631,48.96,3150.8,22.837,71.383,383.05,359.39,93.882,77.517,33.586,9.0526,26.811,6.6015,17.062,1.6582,35.463,13.817,24.282,1.0184,16.5,2.28,4.5897,2.2753,0.015001,0.6695,0.089917,53.651,44.082,62.91,54.871,62.408,62.524,27.877,38.203,39.902,44.127,94.253,42.592,18.225
131,0.61617,3730.8,4624.9,9.2015,26.541,42.984,2776.7,73.915,120.38,0.34599,78.707,50.276,2710.0,24.419,49.794,3154.6,23.167,71.269,379.84,358.83,93.965,77.766,33.803,8.6274,26.958,6.8613,16.861,1.6268,35.456,13.733,25.295,1.1389,15.822,2.2874,4.6108,2.1863,0.013165,0.65915,0.08593,54.566,44.911,64.572,54.959,60.897,60.231,27.574,38.997,38.911,46.057,92.686,42.682,17.416
132,0.61649,3725.2,4582.8,9.2568,26.717,42.538,2779.7,74.682,120.4,0.34633,78.97,51.27,2713.0,24.849,48.26,3159.9,23.61,71.208,377.23,358.36,93.652,78.085,33.803,8.6274,26.958,6.8613,16.861,1.6268,35.456,13.733,25.295,1.1389,15.822,2.2874,4.6108,2.1863,0.013165,0.65915,0.08593,54.566,44.911,64.668,55.462,60.865,58.618,27.448,38.956,41.837,42.507,91.645,43.315,16.302
133,0.57837,3658.8,4624.7,9.1351,26.903,42.541,2779.4,74.676,120.39,0.33559,78.735,50.22,2711.6,26.25,48.529,3159.0,23.399,71.211,373.58,358.31,93.963,77.496,33.225,8.6721,27.231,6.7408,16.997,1.6561,34.913,13.591,24.837,1.1519,16.052,2.2768,4.6176,2.2141,0.013165,0.65915,0.08593,54.566,44.911,63.674,55.76,57.404,60.279,27.543,37.962,38.747,43.13,90.694,42.855,16.828
134,0.58008,3678.7,4671.3,9.0929,26.854,42.412,2777.4,75.081,120.36,0.33712,78.451,49.533,2710.7,26.021,49.692,3157.1,23.128,71.089,371.5,357.95,93.953,76.968,33.225,8.6721,27.231,6.7408,16.997,1.6561,34.913,13.591,24.837,1.1519,16.052,2.2768,4.6176,2.2141,0.013165,0.65915,0.08593,54.566,44.911,63.332,55.201,57.236,58.059,27.678,37.775,36.726,45.82,89.616,42.235,17.519
135,0.62116,3704.2,4669.6,9.0683,26.8,42.412,2778.6,74.476,120.38,0.31812,78.217,49.501,2710.6,24.135,49.817,3158.3,22.706,70.872,367.49,357.27,94.213,77.313,33.369,8.7754,27.452,6.7407,17.315,1.6608,35.14,13.61,25.003,1.2518,16.297,2.2421,4.6281,2.3068,0.013165,0.65915,0.08593,54.566,44.911,64.027,55.2,61.488,62.475,27.429,36.052,36.63,46.11,88.72,42.346,18.515
136,0.62306,3709.6,4653.0,9.1183,26.781,42.592,2780.1,75.877,120.37,0.31788,78.272,49.369,2713.5,24.527,51.221,3159.7,21.748,70.708,363.56,356.97,93.976,77.392,33.369,8.7754,27.452,6.7407,17.315,1.6608,35.14,13.61,25.003,1.2518,16.297,2.2421,4.6281,2.3068,0.023825,0.64433,0.099178,52.805,44.117,63.933,55.398,61.301,58.353,27.531,36.08,36.242,49.361,87.249,42.188,20.795
137,0.59813,3721.6,4666.4,9.164,26.793,42.97,2780.6,76.382,120.37,0.32233,78.31,48.529,2713.9,25.207,49.934,3159.0,23.116,70.562,360.42,356.77,94.085,77.195,33.312,8.8397,27.097,6.9395,17.088,1.605,34.806,13.402,26.02,1.1408,16.311,2.1859,4.5686,2.136,0.023825,0.64433,0.099178,52.805,44.117,63.861,54.732,58.741,60.285,27.723,35.724,33.772,46.382,86.034,41.865,17.569
138,0.5966,3735.5,4613.2,8.9503,26.934,42.734,2779.9,74.346,120.4,0.31903,78.24,51.43,2713.0,25.446,51.695,3160.2,23.269,70.391,357.33,356.06,94.052,77.146,33.312,8.8397,27.097,6.9395,17.088,1.605,34.806,13.402,26.02,1.1408,16.311,2.1859,4.5686,2.136,0.023825,0.64433,0.099178,52.805,44.117,63.622,55.368,58.892,57.968,27.309,36.127,42.309,50.456,84.824,42.791,17.226
139,0.59188,3665.8,4685.3,8.9511,27.052,42.276,2780.6,75.878,120.38,0.29183,78.326,50.365,2712.9,23.264,50.651,3159.8,22.482,70.322,354.06,355.1,94.255,77.053,33.823,8.6684,27.275,6.8613,17.094,1.6665,34.639,13.524,25.789,0.92992,16.485,2.1811,4.5077,2.1447,0.023825,0.64433,0.099178,52.805,44.117,63.118,55.326,58.086,56.88,27.427,33.41,39.174,48.04,83.631,42.105,19.1
140,0.59006,3636.5,4626.5,8.9704,26.543,42.623,2779.8,75.272,120.37,0.29579,78.308,49.123,2713.3,24.078,51.729,3159.3,22.145,70.208,351.71,354.7,94.279,77.423,33.823,8.6684,27.275,6.8613,17.094,1.6665,34.639,13.524,25.789,0.92992,16.485,2.1811,4.5077,2.1447,0.023825,0.64433,0.099178,52.805,44.117,63.621,56.03,58.266,56.773,27.213,32.928,35.52,50.535,82.363,42.032,19.888
141,0.53102,3679.1,4702.2,8.9825,26.793,42.046,2779.3,75.996,120.37,0.3045,78.436,50.023,2712.6,25.346,49.788,3159.5,24.338,70.077,346.9,354.0,94.26,77.102,32.87,8.4865,27.679,6.6784,17.116,1.6298,34.48,13.497,25.955,1.0217,15.946,2.2539,4.5016,2.1776,0.022379,0.66103,0.071311,53.814,44.117,63.556,55.393,51.532,57.032,27.282,34.586,38.167,46.044,80.606,41.4,14.702
142,0.52617,3691.7,4637.7,8.9392,26.999,41.993,2776.0,76.945,120.37,0.30529,78.447,49.909,2707.6,24.894,48.07,3158.2,22.841,70.008,342.96,353.12,94.389,76.888,32.87,8.4865,27.679,6.6784,17.116,1.6298,34.48,13.497,25.955,1.0217,15.946,2.2539,4.5016,2.1776,0.022379,0.66103,0.071311,53.814,44.117,63.34,56.164,52.009,59.155,26.666,34.49,37.832,42.069,79.176,41.281,18.273
143,0.60508,3778.5,4666.4,8.7345,27.243,42.248,2772.2,76.387,120.4,0.30224,78.224,48.955,2703.6,24.33,49.352,3157.1,23.295,69.849,335.28,351.92,94.294,76.487,32.937,8.8843,28.338,6.7703,17.168,1.6212,34.604,13.681,25.725,1.1477,16.133,2.1697,4.6188,2.1459,0.022379,0.66103,0.071311,53.814,44.117,63.557,56.048,60.007,58.566,26.176,33.686,35.025,45.034,78.087,41.939,17.251
144,0.6068,3746.9,4662.7,8.715,26.856,42.611,2769.5,76.736,120.38,0.29773,78.224,50.085,2700.6,26.274,48.94,3153.7,21.523,69.653,329.97,351.36,94.28,76.691,32.937,8.8843,28.338,6.7703,17.168,1.6212,34.604,13.681,25.725,1.1477,16.133,2.1697,4.6188,2.1459,0.022379,0.66103,0.071311,53.814,44.117,64.1,56.094,59.837,54.71,26.063,34.236,38.35,44.081,76.797,41.391,21.472
145,0.58981,3734.1,4668.7,8.6743,26.729,42.019,2765.9,76.355,120.4,0.32024,78.338,49.603,2697.3,23.272,50.393,3150.8,23.161,69.5,328.0,350.4,94.424,76.585,32.57,8.8256,27.84,6.7824,17.225,1.6503,33.784,13.711,26.151,1.1032,16.561,2.196,4.5464,2.112,0.022379,0.66103,0.071311,53.814,44.117,63.663,56.169,58.768,56.485,25.891,36.065,36.933,47.444,75.215,41.781,17.613
146,0.5947,3714.0,4664.9,8.7666,26.908,42.669,2760.3,77.061,120.38,0.319,78.294,48.864,2691.8,26.195,48.164,3147.8,24.564,69.363,322.25,349.07,94.419,76.434,32.57,8.8256,27.84,6.7824,17.225,1.6503,33.784,13.711,26.151,1.1032,16.561,2.196,4.5464,2.112,0.0195,0.6794,0.099632,53.406,44.515,64.01,56.215,58.287,56.8,25.492,36.216,34.756,42.285,74.073,40.881,14.322
147,0.62428,3733.6,4673.9,8.753,27.223,42.232,2757.3,76.358,120.36,0.31959,78.414,50.462,2688.3,24.474,49.603,3145.1,22.094,69.213,322.52,347.61,94.541,76.604,31.787,8.5805,28.06,7.1084,17.684,1.6284,33.241,13.717,26.237,1.2839,16.471,2.211,4.5243,2.1889,0.0195,0.6794,0.099632,53.406,44.515,63.665,56.234,61.204,56.259,25.498,36.741,39.461,45.616,72.346,41.487,20.193
148,0.6228,3674.1,4692.3,8.5493,26.763,42.21,2755.9,77.124,120.4,0.31528,78.694,47.846,2686.4,25.31,50.064,3143.3,24.308,69.086,315.64,346.06,94.536,77.029,31.787,8.5805,28.06,7.1084,17.684,1.6284,33.241,13.717,26.237,1.2839,16.471,2.211,4.5243,2.1889,0.0195,0.6794,0.099632,53.406,44.515,64.69,56.013,61.35,58.544,25.05,37.268,31.76,46.681,71.26,41.501,14.919
149,0.6967,3608.3,4702.6,8.535,26.78,42.183,2754.7,76.93,120.37,0.31548,79.16,49.753,2685.2,24.844,49.565,3144.7,23.176,69.077,310.22,344.97,94.564,77.083,32.318,8.8112,27.677,7.1773,17.778,1.6191,32.986,13.541,26.158,1.0822,16.573,2.2331,4.5085,2.1274,0.0195,0.6794,0.099632,53.406,44.515,62.902,54.987,68.989,57.728,24.708,37.267,37.374,45.527,70.039,40.098,17.578
150,0.70041,3611.1,4683.3,8.6761,26.852,41.999,2751.7,77.017,120.38,0.31758,79.192,49.409,2681.7,24.486,50.046,3142.9,23.205,69.099,303.73,344.61,94.776,76.764,32.318,8.8112,27.677,7.1773,17.778,1.6191,32.986,13.541,26.158,1.0822,16.573,2.2331,4.5085,2.1274,0.0195,0.6794,0.099632,53.406,44.515,62.854,55.218,68.624,56.45,24.252,37.01,36.36,46.639,68.913,41.332,17.53
151,0.64799,3631.3,4642.6,8.5029,26.536,42.063,2745.2,77.897,120.36,0.29322,78.916,49.961,2674.8,26.058,49.406,3137.5,23.036,69.003,299.93,343.63,94.898,76.154,31.663,8.7794,28.14,7.0641,17.425,1.6359,32.645,13.713,25.78,1.2012,17.538,2.1781,4.6004,2.1375,0.012983,0.72494,0.10468,52.801,43.363,61.656,55.65,63.97,56.338,23.551,34.973,37.985,45.159,67.73,40.217,18.001
152,0.64847,3621.8,4612.3,8.5928,27.0,42.311,2739.5,77.67,120.37,0.29346,78.66,50.231,2668.4,24.005,49.743,3132.3,22.412,68.772,298.69,342.88,95.178,76.314,31.663,8.7794,28.14,7.0641,17.425,1.6359,32.645,13.713,25.78,1.2012,17.538,2.1781,4.6004,2.1375,0.012983,0.72494,0.10468,52.801,43.363,61.819,56.012,63.922,55.76,23.537,34.944,38.779,45.94,66.234,39.677,19.522
153,0.71386,3644.2,4706.1,8.5113,26.788,42.152,2737.7,77.157,120.39,0.31249,78.743,48.805,2666.1,25.801,49.483,3131.8,22.974,68.544,292.83,342.01,95.146,76.495,31.748,8.7894,27.206,6.9003,17.92,1.632,32.562,13.768,26.031,1.2333,17.786,2.2155,4.6615,2.2006,0.012983,0.72494,0.10468,52.801,43.363,62.202,55.954,70.357,55.296,23.375,36.946,34.582,45.337,65.157,40.618,18.21
154,0.71387,3639.5,4735.3,8.4216,27.003,42.092,2737.6,76.914,120.37,0.31147,79.103,51.506,2667.6,23.769,48.685,3131.2,22.936,68.409,288.46,341.07,95.115,76.67,31.748,8.7894,27.206,6.9003,17.92,1.632,32.562,13.768,26.031,1.2333,17.786,2.2155,4.6615,2.2006,0.012983,0.72494,0.10468,52.801,43.363,62.283,55.603,70.356,55.635,23.472,37.07,42.533,43.49,63.953,39.249,18.297
155,0.71046,3691.7,4639.6,8.4267,26.844,41.794,2734.8,77.155,120.4,0.31999,79.251,50.132,2663.2,26.173,50.372,3131.1,20.535,68.316,284.79,340.08,94.834,76.726,31.872,8.8394,27.58,6.8161,18.841,1.6515,32.119,13.811,25.519,1.1764,17.74,2.2507,4.6956,2.1694,0.012983,0.72494,0.10468,52.801,43.363,62.726,55.719,70.051,54.14,22.83,37.365,38.489,47.396,62.685,40.333,24.002
156,0.71109,3684.4,4627.3,8.4453,27.083,42.179,2728.4,76.76,120.4,0.31461,79.196,51.228,2656.8,25.177,52.082,3125.9,23.438,68.214,283.41,338.49,94.981,76.184,31.872,8.8394,27.58,6.8161,18.841,1.6515,32.119,13.811,25.519,1.1764,17.74,2.2507,4.6956,2.1694,0.011867,0.77842,0.082325,53.821,43.553,62.852,55.866,69.989,54.581,22.577,38.022,41.715,51.352,62.143,40.905,17.173
157,0.70374,3691.7,4554.2,8.3395,27.043,42.234,2723.0,77.573,120.39,0.32612,79.434,48.688,2651.0,23.865,50.436,3122.0,22.779,68.147,277.17,337.65,94.878,76.885,31.277,8.9343,27.282,6.8601,18.475,1.6456,31.924,13.674,26.043,1.2746,17.781,2.2357,4.6657,2.1418,0.011867,0.77842,0.082325,53.821,43.553,63.488,54.548,69.135,56.308,22.101,37.725,34.24,47.542,61.517,40.394,18.695
158,0.70509,3684.7,4540.4,8.3398,26.956,41.666,2718.4,77.4,120.4,0.31931,79.591,51.561,2645.8,26.514,49.631,3116.8,22.287,68.12,275.43,336.16,94.962,76.511,31.277,8.9343,27.282,6.8601,18.475,1.6456,31.924,13.674,26.043,1.2746,17.781,2.2357,4.6657,2.1418,0.011867,0.77842,0.082325,53.821,43.553,63.608,54.713,69.002,55.816,21.85,38.555,42.694,45.68,60.489,40.048,19.893
159,0.76709,3661.4,4618.1,8.3962,26.76,42.423,2711.6,76.776,120.4,0.30696,79.581,51.585,2638.7,25.089,50.01,3113.6,23.148,68.068,273.81,334.67,94.963,76.276,30.883,8.9999,27.243,7.0913,18.84,1.7032,31.685,13.788,25.713,1.3191,18.498,2.2463,4.6774,2.1882,0.011867,0.77842,0.082325,53.821,43.553,63.664,54.7,75.477,55.001,21.001,36.282,42.764,46.556,59.452,40.162,17.892
160,0.76652,3664.5,4591.3,8.2475,27.139,41.831,2704.7,76.56,120.41,0.30155,79.45,50.055,2631.7,25.85,52.431,3108.7,23.425,67.954,269.14,334.04,95.015,76.308,30.883,8.9999,27.243,7.0913,18.84,1.7032,31.685,13.788,25.713,1.3191,18.498,2.2463,4.6774,2.1882,0.011867,0.77842,0.082325,53.821,43.553,63.61,55.021,75.533,56.498,20.76,36.941,38.261,52.16,58.694,39.903,17.273
161,0.81905,3605.7,4522.5,8.4791,27.107,41.908,2703.0,77.113,120.37,0.31648,79.754,50.216,2630.7,25.606,50.381,3104.1,22.928,67.87,269.16,333.45,95.154,76.878,31.169,8.8527,26.939,6.9193,19.619,1.6289,31.339,13.784,25.499,1.293,18.209,2.2865,4.6423,2.2788,0.011109,0.82945,0.093234,54.733,43.913,62.506,54.969,80.124,52.379,21.254,38.023,38.737,47.417,58.74,39.844,18.425
162,0.81453,3611.3,4573.5,8.3565,27.194,42.174,2702.0,76.966,120.39,0.31529,80.148,51.408,2629.2,25.065,51.407,3104.5,22.704,67.878,267.75,332.34,95.108,77.31,31.169,8.8527,26.939,6.9193,19.619,1.6289,31.339,13.784,25.499,1.293,18.209,2.2865,4.6423,2.2788,0.011109,0.82945,0.093234,54.733,43.913,62.409,54.359,80.569,56.211,20.914,38.169,42.244,49.791,58.222,39.853,18.916
163,0.7993,3634.5,4462.7,8.3804,26.995,42.113,2698.5,76.614,120.42,0.31173,80.314,50.155,2625.5,24.058,50.426,3102.8,23.586,67.955,266.29,331.42,95.111,76.885,31.035,9.0764,27.303,7.1648,18.824,1.6469,31.465,13.901,24.692,1.2245,19.109,2.2401,4.6938,2.1618,0.011109,0.82945,0.093234,54.733,43.913,63.403,53.698,79.005,53.634,20.354,38.443,38.556,47.521,57.705,40.218,16.844
164,0.80047,3661.2,4471.2,8.3497,26.748,41.779,2691.5,76.98,120.39,0.31285,80.244,50.239,2617.6,25.806,49.812,3098.1,22.881,67.945,262.42,330.5,95.15,76.502,31.035,9.0764,27.303,7.1648,18.824,1.6469,31.465,13.901,24.692,1.2245,19.109,2.2401,4.6938,2.1618,0.011109,0.82945,0.093234,54.733,43.913,62.943,53.596,78.89,54.576,19.923,38.307,38.802,46.099,57.401,39.58,18.554
165,0.82474,3562.5,4552.6,8.275,27.154,42.254,2685.4,76.258,120.39,0.32499,79.995,50.24,2611.1,25.937,48.907,3091.7,22.287,67.894,261.18,329.74,95.351,76.096,31.265,9.1062,26.559,6.906,19.538,1.702,30.645,13.873,24.53,1.2211,19.41,2.2519,4.8681,2.3058,0.011109,0.82945,0.093234,54.733,43.913,62.339,54.497,81.267,55.194,19.812,39.988,38.807,44.004,56.869,39.384,20.026
166,0.82374,3597.4,4515.8,8.3485,27.435,42.072,2680.9,76.423,120.37,0.32556,79.939,48.398,2607.3,26.388,49.293,3087.9,23.153,67.779,260.36,328.93,95.427,76.54,31.265,9.1062,26.559,6.906,19.538,1.702,30.645,13.873,24.53,1.2211,19.41,2.2519,4.8681,2.3058,0.019325,0.88186,0.10465,53.137,43.268,61.737,54.937,81.365,58.639,19.553,39.918,33.385,44.897,57.555,38.721,17.984
167,0.81263,3671.0,4476.1,8.3609,26.842,41.662,2681.8,77.074,120.4,0.32348,80.332,51.15,2609.1,25.747,49.54,3087.2,23.136,67.73,263.64,329.39,95.357,76.782,30.828,9.0766,26.754,7.083,19.71,1.6899,31.134,13.905,24.424,1.2751,19.641,2.3059,4.8833,2.3587,0.019325,0.88186,0.10465,53.137,43.268,62.596,53.591,80.204,55.742,19.678,39.51,41.484,45.47,57.172,39.61,18.015
168,0.81396,3645.1,4493.8,8.3884,27.053,42.004,2679.2,76.809,120.41,0.31952,80.549,51.869,2605.0,22.992,48.481,3087.1,21.562,67.813,261.0,328.06,95.088,77.073,30.828,9.0766,26.754,7.083,19.71,1.6899,31.134,13.905,24.424,1.2751,19.641,2.3059,4.8833,2.3587,0.019325,0.88186,0.10465,53.137,43.268,63.041,53.379,80.074,54.359,19.258,39.994,43.601,43.019,57.308,40.122,21.727
169,0.86943,3601.5,4453.8,8.3485,26.948,41.704,2678.0,75.892,120.38,0.32599,80.753,49.291,2603.4,27.197,49.982,3086.3,22.408,67.873,260.87,327.3,95.277,77.151,30.925,9.1281,26.861,6.7855,19.913,1.7204,30.935,13.998,24.206,1.3682,20.107,2.3343,4.7618,2.2554,0.019325,0.88186,0.10465,53.137,43.268,62.133,53.295,85.265,54.863,19.184,40.175,36.014,46.493,57.221,39.927,19.701
170,0.8684,3593.4,4462.7,8.4505,26.762,42.273,2675.5,75.651,120.42,0.32632,80.841,50.015,2601.2,24.525,48.764,3085.2,22.57,67.955,259.24,327.09,95.287,77.166,30.925,9.1281,26.861,6.7855,19.913,1.7204,30.935,13.998,24.206,1.3682,20.107,2.3343,4.7618,2.2554,0.019325,0.88186,0.10465,53.137,43.268,62.273,53.189,85.367,54.817,18.655,40.134,38.144,43.674,57.259,40.379,19.306
171,0.86935,3655.7,4429.7,8.2665,26.789,42.612,2669.3,75.405,120.4,0.34036,80.612,49.022,2594.4,24.848,49.328,3082.3,23.547,67.997,264.55,326.26,95.117,76.613,30.991,9.1205,26.415,6.9052,20.126,1.7042,31.329,13.947,23.727,1.3009,19.759,2.2654,4.8872,2.4348,0.028048,0.91084,0.075921,54.468,43.102,63.761,52.911,86.12,57.834,18.066,41.104,35.221,44.979,58.058,39.432,17.048
172,0.87187,3710.5,4415.1,8.6055,26.916,42.067,2666.3,75.6,120.43,0.33748,80.629,48.452,2591.4,23.838,49.523,3078.2,23.003,67.985,263.39,326.15,95.147,76.865,30.991,9.1205,26.415,6.9052,20.126,1.7042,31.329,13.947,23.727,1.3009,19.759,2.2654,4.8872,2.4348,0.028048,0.91084,0.075921,54.468,43.102,62.819,53.086,85.872,53.141,18.271,41.455,33.545,45.431,58.658,40.836,18.34
173,0.87899,3637.7,4352.4,8.4459,27.007,42.1,2665.8,75.512,120.39,0.33288,80.955,50.919,2591.4,24.271,48.61,3077.2,22.065,68.062,265.19,326.45,95.057,77.275,31.085,9.1934,26.163,6.7704,20.206,1.6916,30.763,13.836,23.667,1.3936,20.817,2.3112,4.9874,2.2678,0.028048,0.91084,0.075921,54.468,43.102,63.056,53.104,86.433,56.445,18.431,40.859,40.804,43.317,58.991,39.336,20.531
174,0.87831,3618.5,4378.0,8.5042,26.977,42.086,2665.9,75.94,120.44,0.33113,81.159,48.309,2591.3,25.053,51.238,3076.2,22.66,68.19,268.21,325.99,95.127,77.242,31.085,9.1934,26.163,6.7704,20.206,1.6916,30.763,13.836,23.667,1.3936,20.817,2.3112,4.9874,2.2678,0.028048,0.91084,0.075921,54.468,43.102,63.386,52.797,86.499,55.148,18.306,41.072,33.125,49.4,59.206,41.065,19.097
175,0.87979,3681.1,4378.8,8.5787,26.673,42.346,2662.3,76.023,120.44,0.32357,81.223,49.076,2587.6,25.063,48.926,3074.3,22.558,68.319,268.24,325.77,94.872,77.171,30.926,9.2399,25.811,7.1372,20.279,1.6767,31.139,13.844,23.092,1.4456,20.402,2.3409,4.9834,2.3812,0.028048,0.91084,0.075921,54.468,43.102,63.532,52.358,86.916,54.148,18.105,39.126,35.38,44.048,59.682,40.922,19.33
176,0.88264,3668.7,4375.3,8.5141,26.546,42.232,2659.8,75.813,120.41,0.32066,81.146,49.76,2585.1,27.381,48.767,3070.4,22.61,68.43,272.36,326.2,95.055,76.623,30.926,9.2399,25.811,7.1372,20.279,1.6767,31.139,13.844,23.092,1.4456,20.402,2.3409,4.9834,2.3812,0.012719,0.94436,0.10207,53.767,44.046,63.747,52.4,86.636,55.068,18.068,39.482,37.394,43.68,60.64,40.454,19.244
177,0.91108,3600.9,4341.9,8.4781,26.692,42.139,2654.3,75.521,120.38,0.32137,80.813,48.861,2579.4,26.597,50.019,3064.6,22.913,68.46,271.94,326.2,95.102,76.87,31.58,8.8337,25.516,6.9591,20.175,1.7004,31.323,14.083,23.007,1.3501,20.619,2.3109,4.9889,2.3222,0.012719,0.94436,0.10207,53.767,44.046,61.628,52.372,89.291,56.388,18.034,39.648,34.747,46.578,61.526,39.366,18.538
178,0.90724,3574.0,4325.0,8.5493,26.974,42.025,2655.5,74.929,120.41,0.32043,81.045,48.92,2581.0,24.64,50.388,3064.9,22.777,68.485,275.42,326.94,95.324,77.176,31.58,8.8337,25.516,6.9591,20.175,1.7004,31.323,14.083,23.007,1.3501,20.619,2.3109,4.9889,2.3222,0.012719,0.94436,0.10207,53.767,44.046,62.09,52.575,89.669,55.278,18.695,39.762,34.922,47.432,62.063,39.291,18.849
179,0.85889,3647.4,4384.1,8.6068,26.843,42.714,2654.1,74.928,120.4,0.34945,81.161,51.523,2580.3,26.151,52.549,3065.3,23.416,68.581,279.68,326.91,95.15,77.313,31.152,9.1335,25.603,7.0876,20.307,1.6772,31.355,14.005,23.293,1.4589,20.668,2.3636,5.0388,2.3972,0.012719,0.94436,0.10207,53.767,44.046,62.233,51.878,83.884,56.542,18.389,42.826,42.583,52.433,62.524,40.412,17.308
180,0.8554,3649.0,4390.3,8.5743,26.875,42.168,2657.1,74.636,120.39,0.34927,81.437,49.856,2582.3,26.067,48.247,3066.4,22.815,68.697,279.0,327.68,95.078,77.303,31.152,9.1335,25.603,7.0876,20.307,1.6772,31.355,14.005,23.293,1.4589,20.668,2.3636,5.0388,2.3972,0.012719,0.94436,0.10207,53.767,44.046,62.205,51.803,84.228,56.068,18.444,42.848,37.676,42.476,63.418,39.029,18.704
181,0.90615,3594.7,4310.2,8.7273,26.621,42.011,2655.3,75.03,120.42,0.33883,81.32,48.601,2581.3,25.205,49.98,3065.5,23.387,68.849,282.78,327.46,95.062,77.298,31.329,9.0287,25.173,6.908,19.867,1.7163,31.494,14.09,23.085,1.402,20.658,2.3827,5.079,2.4122,0.024887,0.94575,0.098197,53.625,42.432,61.879,52.193,89.073,55.195,18.351,42.357,33.983,46.488,64.932,40.608,17.338
182,0.90397,3592.3,4330.8,8.6903,26.963,42.374,2656.7,74.205,120.39,0.33883,81.351,50.88,2582.7,24.768,50.835,3066.3,24.234,68.981,284.79,328.4,95.175,77.374,31.329,9.0287,25.173,6.908,19.867,1.7163,31.494,14.09,23.085,1.402,20.658,2.3827,5.079,2.4122,0.024887,0.94575,0.098197,53.625,42.432,61.921,51.946,89.287,56.253,18.686,42.358,40.69,48.465,66.022,39.228,15.307
183,0.89814,3657.7,4395.0,8.6832,26.783,42.751,2658.9,74.751,120.43,0.35154,81.408,49.431,2584.0,24.296,51.879,3068.4,23.888,69.12,288.48,328.53,94.835,77.671,30.845,9.0475,25.867,6.8811,20.054,1.6862,31.926,13.936,22.063,1.4927,20.862,2.3412,5.1575,2.4462,0.024887,0.94575,0.098197,53.625,42.432,62.261,52.037,88.416,57.072,18.646,43.403,36.426,50.882,66.956,40.594,16.09
184,0.90024,3644.3,4374.8,8.7832,27.283,42.14,2659.5,75.305,120.42,0.35413,81.468,51.404,2585.3,26.733,47.76,3069.4,22.044,69.238,294.34,329.64,94.965,77.339,30.845,9.0475,25.867,6.8811,20.054,1.6862,31.926,13.936,22.063,1.4927,20.862,2.3412,5.1575,2.4462,0.024887,0.94575,0.098197,53.625,42.432,62.491,52.279,88.209,56.317,18.913,43.088,42.232,41.35,67.69,40.123,20.467
