sample,xmeas_1,xmeas_2,xmeas_3,xmeas_4,xmeas_5,xmeas_6,xmeas_7,xmeas_8,xmeas_9,xmeas_10,xmeas_11,xmeas_12,xmeas_13,xmeas_14,xmeas_15,xmeas_16,xmeas_17,xmeas_18,xmeas_19,xmeas_20,xmeas_21,xmeas_22,xmeas_23,xmeas_24,xmeas_25,xmeas_26,xmeas_27,xmeas_28,xmeas_29,xmeas_30,xmeas_31,xmeas_32,xmeas_33,xmeas_34,xmeas_35,xmeas_36,xmeas_37,xmeas_38,xmeas_39,xmeas_40,xmeas_41,xmv_1,xmv_2,xmv_3,xmv_4,xmv_5,xmv_6,xmv_7,xmv_8,xmv_9,xmv_10,xmv_11
124,0.2479,3621.8,4425.0,9.3716,27.101,42.253,2691.3,74.835,120.39,0.34426,80.504,49.994,2618.4,24.743,49.065,3090.7,21.541,65.912,227.98,338.5,94.795,77.341,32.309,9.0927,26.055,7.0588,19.187,1.6253,32.801,13.875,23.781,1.4198,18.822,2.2641,4.9115,2.2815,0.028231,0.84955,0.098564,52.871,43.631,61.972,54.27,24.273,58.497,21.501,40.789,38.083,44.37,47.417,40.611,21.481
125,0.2421,3587.1,4453.2,9.2936,27.072,42.151,2689.6,74.988,120.4,0.3362,80.254,49.466,2616.9,26.479,49.248,3088.8,23.272,65.914,227.88,338.54,94.987,77.208,31.953,8.8841,25.993,6.8317,19.067,1.6819,32.433,13.923,23.498,1.1971,18.768,2.2556,4.9585,2.3769,0.028231,0.84955,0.098564,52.871,43.631,62.694,53.805,23.775,59.949,21.266,40.364,36.528,44.793,47.575,39.951,17.401
126,0.24121,3629.6,4485.1,9.3685,26.742,42.324,2690.1,74.557,120.38,0.33516,80.28,49.576,2617.3,25.108,49.819,3089.7,23.716,65.855,230.29,338.17,94.869,77.155,31.953,8.8841,25.993,6.8317,19.067,1.6819,32.433,13.923,23.498,1.1971,18.768,2.2556,4.9585,2.3769,0.018928,0.84234,0.11092,52.563,44.245,61.964,53.423,23.862,63.266,21.22,40.492,36.853,46.114,47.527,39.956,16.357
127,0.27573,3670.0,4489.9,9.3575,26.994,42.569,2691.3,75.048,120.42,0.34189,80.263,50.101,2619.5,25.758,51.251,3092.2,22.686,65.831,230.04,338.53,94.924,77.116,32.301,9.081,26.036,6.851,18.763,1.7083,32.751,13.977,23.231,1.2006,19.279,2.304,4.9458,2.3151,0.018928,0.84234,0.11092,52.563,44.245,63.2,53.6,27.355,59.393,21.046,41.069,38.397,49.43,47.706,40.961,18.813
128,0.27776,3628.4,4475.1,9.3623,26.756,42.113,2693.4,74.687,120.41,0.344,80.449,51.181,2621.3,26.461,50.696,3094.4,23.357,65.831,231.33,338.09,94.65,77.5,32.301,9.081,26.036,6.851,18.763,1.7083,32.751,13.977,23.231,1.2006,19.279,2.304,4.9458,2.3151,0.018928,0.84234,0.11092,52.563,44.245,63.916,53.777,27.156,60.814,21.173,40.812,41.576,48.145,47.747,40.533,17.183
129,0.24208,3689.4,4511.0,9.3673,26.697,42.311,2694.1,75.213,120.41,0.34768,80.559,51.01,2622.1,26.687,49.223,3095.3,22.753,65.888,231.04,338.42,94.691,77.646,32.022,8.7895,25.792,6.6695,19.235,1.6472,32.48,13.957,23.808,1.1946,19.258,2.2595,4.8995,2.3242,0.018928,0.84234,0.11092,52.563,44.245,62.736,54.071,24.171,60.935,21.066,41.978,41.073,44.736,47.925,40.931,18.593
130,0.24398,3675.9,4535.4,9.2507,27.278,42.03,2694.0,75.426,120.42,0.34549,80.498,50.674,2622.0,23.53,49.485,3094.1,23.6,65.951,231.17,338.72,94.583,77.22,32.022,8.7895,25.792,6.6695,19.235,1.6472,32.48,13.957,23.808,1.1946,19.258,2.2595,4.8995,2.3242,0.018928,0.84234,0.11092,52.563,44.245,62.968,53.778,23.985,61.541,21.587,42.245,40.082,45.342,48.064,40.643,16.604
131,0.27353,3709.3,4446.8,9.3274,26.63,42.631,2693.5,75.081,120.43,0.34701,80.386,48.702,2621.3,25.443,49.592,3094.6,23.27,65.942,232.59,338.34,94.628,77.072,32.03,8.8564,26.498,6.9302,19.417,1.6333,32.689,13.927,23.678,1.2391,18.521,2.2685,4.9205,2.2168,0.026326,0.84297,0.12059,53.736,43.22,64.1,53.642,26.444,61.442,20.979,41.75,34.281,45.589,47.925,41.221,17.405
132,0.2716,3691.8,4467.7,9.4082,26.725,42.332,2693.2,74.401,120.42,0.34595,80.48,48.534,2621.2,26.534,49.943,3094.3,23.388,65.95,229.64,338.3,94.401,77.616,32.03,8.8564,26.498,6.9302,19.417,1.6333,32.689,13.927,23.678,1.2391,18.521,2.2685,4.9205,2.2168,0.026326,0.84297,0.12059,53.736,43.22,64.402,53.393,26.634,63.292,21.195,41.878,33.787,46.401,48.268,40.943,17.078
133,0.27304,3634.5,4439.9,9.4204,27.018,42.416,2692.6,74.37,120.39,0.344,80.532,50.986,2620.5,24.509,48.796,3093.4,22.12,65.969,231.7,338.14,94.597,77.546,31.895,9.0044,26.024,6.6322,19.144,1.5991,32.691,13.945,23.35,1.2371,18.786,2.3014,4.8545,2.3172,0.026326,0.84297,0.12059,53.736,43.22,63.177,53.186,26.658,59.133,21.364,41.495,41.001,43.748,48.161,40.757,20.08
134,0.27358,3609.0,4479.0,9.3492,26.851,42.217,2690.2,74.947,120.39,0.34499,80.327,50.409,2617.6,23.528,51.096,3092.0,22.719,65.986,230.21,338.59,94.612,77.308,31.895,9.0044,26.024,6.6322,19.144,1.5991,32.691,13.945,23.35,1.2371,18.786,2.3014,4.8545,2.3172,0.026326,0.84297,0.12059,53.736,43.22,63.616,52.717,26.605,60.75,21.032,41.374,39.302,49.071,48.374,40.812,18.681
135,0.28626,3729.6,4455.9,9.3159,26.804,42.276,2692.5,74.74,120.41,0.34624,80.35,50.035,2620.3,26.732,49.029,3093.6,23.189,65.985,230.76,338.42,94.524,77.37,31.835,8.9055,26.336,6.8446,19.0,1.6443,32.663,13.961,23.417,1.3295,18.859,2.3049,4.9486,2.271,0.026326,0.84297,0.12059,53.736,43.22,64.25,53.58,28.389,60.163,21.271,41.861,38.203,44.288,48.404,40.625,17.568
136,0.28841,3738.9,4433.4,9.4072,27.162,42.516,2693.4,74.583,120.43,0.34789,80.536,51.363,2620.7,24.203,51.239,3094.7,22.945,65.995,232.24,338.63,94.326,77.442,31.835,8.9055,26.336,6.8446,19.0,1.6443,32.663,13.961,23.417,1.3295,18.859,2.3049,4.9486,2.271,-0.013817,0.83999,0.087909,54.192,44.892,64.092,53.849,28.178,60.962,21.356,41.659,42.111,49.402,48.378,42.115,18.127
137,0.29522,3664.9,4521.9,9.3674,26.706,42.637,2692.7,74.414,120.41,0.34632,80.537,50.024,2620.5,25.125,49.859,3093.3,24.468,66.032,233.22,339.2,94.567,77.747,31.718,8.8337,26.242,6.9538,18.954,1.6722,32.712,13.874,23.598,1.3893,19.165,2.2594,4.8741,2.4269,-0.013817,0.83999,0.087909,54.192,44.892,63.637,53.093,29.311,60.531,21.193,42.476,38.17,46.207,48.377,41.357,14.479
138,0.29666,3674.0,4521.0,9.4158,26.894,42.288,2693.7,74.772,120.42,0.35052,80.658,49.147,2622.4,23.893,48.497,3095.2,22.091,66.097,233.08,339.13,94.319,77.399,31.718,8.8337,26.242,6.9538,18.954,1.6722,32.712,13.874,23.598,1.3893,19.165,2.2594,4.8741,2.4269,-0.013817,0.83999,0.087909,54.192,44.892,63.48,53.105,29.17,62.35,21.09,41.964,35.59,43.056,48.475,41.688,20.128
139,0.31189,3643.6,4500.5,9.4662,26.787,42.332,2694.1,75.867,120.39,0.34042,80.563,50.244,2622.9,26.168,50.7,3095.1,22.532,66.083,232.26,339.44,94.681,77.554,32.49,9.0075,26.087,7.0256,18.644,1.6867,33.272,13.83,23.451,1.3345,18.447,2.2867,4.9101,2.3601,-0.013817,0.83999,0.087909,54.192,44.892,63.029,53.429,30.746,60.555,21.286,40.995,38.818,48.155,48.634,41.254,19.066
140,0.31276,3629.9,4506.5,9.2581,27.322,42.372,2694.1,75.537,120.4,0.34273,80.419,49.262,2622.3,26.19,49.843,3095.2,22.735,66.083,232.56,340.03,94.486,77.465,32.49,9.0075,26.087,7.0256,18.644,1.6867,33.272,13.83,23.451,1.3345,18.447,2.2867,4.9101,2.3601,-0.013817,0.83999,0.087909,54.192,44.892,63.264,53.357,30.661,59.882,21.459,40.713,35.927,46.171,48.693,41.986,18.588
141,0.24143,3647.0,4495.3,9.4858,26.932,41.918,2695.2,75.286,120.37,0.3339,80.337,49.801,2623.3,25.664,48.767,3092.5,21.741,66.054,233.89,340.54,94.768,77.101,31.857,8.976,26.278,6.9639,18.789,1.6708,33.033,13.989,23.199,1.1056,18.857,2.2601,4.9899,2.3837,0.025043,0.85609,0.10201,53.454,43.467,62.239,54.249,23.15,60.126,22.086,40.669,37.513,43.682,48.598,40.622,20.978
142,0.2389,3643.8,4495.1,9.3324,26.908,42.475,2695.2,74.926,120.37,0.33515,80.269,49.775,2622.6,25.119,50.065,3095.8,22.684,66.009,234.31,340.46,94.669,77.311,31.857,8.976,26.278,6.9639,18.789,1.6708,33.033,13.989,23.199,1.1056,18.857,2.2601,4.9899,2.3837,0.025043,0.85609,0.10201,53.454,43.467,62.294,54.251,23.399,63.629,21.269,40.518,37.438,46.684,48.622,40.428,18.73
143,0.29984,3641.7,4523.4,9.3671,26.966,42.529,2698.5,74.999,120.4,0.35829,80.238,49.13,2627.0,25.793,50.55,3096.3,23.45,65.956,235.95,340.47,94.643,77.501,32.286,9.1056,26.251,6.6966,18.651,1.6707,32.698,13.736,23.366,1.4366,19.248,2.2903,4.8897,2.437,0.025043,0.85609,0.10201,53.454,43.467,62.766,53.567,29.476,62.032,21.645,42.06,35.54,47.806,48.54,40.977,16.908
144,0.29921,3639.4,4491.6,9.4316,26.785,42.266,2701.6,74.198,120.42,0.35233,80.359,49.335,2630.6,25.842,50.743,3099.0,22.951,65.955,235.91,341.32,94.609,77.862,32.286,9.1056,26.251,6.6966,18.651,1.6707,32.698,13.736,23.366,1.4366,19.248,2.2903,4.8897,2.437,0.025043,0.85609,0.10201,53.454,43.467,62.805,53.947,29.538,63.627,22.012,42.788,36.144,48.253,48.608,41.477,18.062
145,0.25784,3710.3,4511.5,9.4595,26.72,42.162,2705.4,74.381,120.43,0.33054,80.613,49.655,2634.2,25.904,50.929,3103.0,23.939,66.012,234.95,341.6,94.31,77.667,32.129,8.9833,26.313,6.5694,18.918,1.6717,32.969,13.838,23.436,1.2342,18.596,2.2229,4.8564,2.2714,0.025043,0.85609,0.10201,53.454,43.467,63.977,54.056,25.692,58.777,22.146,38.733,37.084,48.684,48.754,41.96,15.699
146,0.26124,3687.1,4516.3,9.4086,27.263,42.776,2703.2,74.311,120.43,0.33102,80.517,50.429,2632.0,26.951,47.695,3102.9,22.459,66.075,235.04,341.5,94.414,77.293,32.129,8.9833,26.313,6.5694,18.918,1.6717,32.969,13.838,23.436,1.2342,18.596,2.2229,4.8564,2.2714,0.0043512,0.84523,0.089316,52.358,43.101,64.377,53.998,25.357,60.39,22.142,38.674,39.363,41.199,49.236,41.789,19.22
147,0.27454,3773.2,4454.2,9.387,26.731,42.12,2699.7,73.965,120.39,0.33992,80.195,50.616,2628.0,25.994,50.6,3099.7,21.831,66.096,236.45,341.19,94.13,77.055,32.557,8.9477,25.969,6.7322,18.522,1.661,33.102,13.806,23.444,1.2099,18.872,2.2621,4.8268,2.3468,0.0043512,0.84523,0.089316,52.358,43.101,64.246,54.085,26.988,62.287,21.624,40.284,39.913,47.922,49.356,41.369,20.741
148,0.27517,3715.2,4494.3,9.3559,26.985,42.859,2698.0,75.228,120.43,0.33946,80.107,49.75,2626.2,25.485,49.314,3096.7,22.788,66.033,238.93,341.87,94.354,77.287,32.557,8.9477,25.969,6.7322,18.522,1.661,33.102,13.806,23.444,1.2099,18.872,2.2621,4.8268,2.3468,0.0043512,0.84523,0.089316,52.358,43.101,65.244,53.605,26.926,60.411,21.82,40.34,37.364,44.947,49.387,42.322,18.467
149,0.2321,3730.7,4558.5,9.3179,27.05,42.344,2695.3,74.518,120.42,0.33421,80.114,50.733,2624.2,24.61,49.992,3093.0,23.017,66.024,237.13,341.49,94.26,77.12,32.276,8.8126,26.222,6.9712,18.904,1.6371,32.933,13.77,23.603,1.3402,18.419,2.2697,4.8404,2.3654,0.0043512,0.84523,0.089316,52.358,43.101,63.767,53.819,22.707,62.867,22.082,40.112,40.257,46.517,49.797,42.183,17.942
150,0.23268,3697.2,4534.6,9.409,27.034,42.568,2694.6,74.44,120.39,0.33559,80.148,51.741,2622.9,25.393,51.165,3093.1,23.319,66.029,238.77,340.99,94.399,77.4,32.276,8.8126,26.222,6.9712,18.904,1.6371,32.933,13.77,23.603,1.3402,18.419,2.2697,4.8404,2.3654,0.0043512,0.84523,0.089316,52.358,43.101,64.344,54.105,22.65,60.105,21.866,39.944,43.225,49.231,49.899,41.384,17.212
151,0.25652,3698.0,4519.3,9.3658,26.813,42.276,2695.5,74.676,120.36,0.32669,80.338,48.753,2624.7,25.817,50.774,3093.2,22.692,66.084,238.64,341.13,94.476,77.245,32.225,8.9823,26.434,6.7797,18.691,1.6669,33.249,13.948,23.409,1.3004,18.411,2.2888,4.8643,2.2889,0.018514,0.83463,0.11079,53.119,44.149,62.262,53.36,25.181,62.163,21.831,40.017,34.432,48.324,49.906,40.959,18.701
152,0.25505,3656.6,4537.9,9.3768,26.577,42.35,2697.9,74.68,120.37,0.33014,80.48,48.852,2626.2,23.442,49.536,3095.4,22.865,66.168,238.99,341.24,94.549,77.45,32.225,8.9823,26.434,6.7797,18.691,1.6669,33.249,13.948,23.409,1.3004,18.411,2.2888,4.8643,2.2889,0.018514,0.83463,0.11079,53.119,44.149,62.976,53.138,25.325,61.417,21.88,39.595,34.721,45.461,50.006,41.698,18.263
153,0.26248,3715.0,4543.0,9.2366,26.832,42.486,2695.8,74.179,120.4,0.35046,80.316,48.891,2624.0,27.117,48.683,3094.3,22.243,66.199,239.84,341.0,94.406,77.356,32.708,8.9844,25.823,6.9262,18.824,1.625,33.131,13.848,23.45,1.3164,18.575,2.282,4.8755,2.2542,0.018514,0.83463,0.11079,53.119,44.149,63.656,53.597,25.432,62.477,21.753,41.947,34.837,43.486,50.064,41.159,19.749
154,0.26145,3689.4,4509.1,9.4128,27.032,42.256,2695.5,74.973,120.41,0.35675,80.331,49.34,2624.8,26.128,49.041,3094.6,23.593,66.19,240.79,340.99,94.546,77.601,32.708,8.9844,25.823,6.9262,18.824,1.625,33.131,13.848,23.45,1.3164,18.575,2.282,4.8755,2.2542,0.018514,0.83463,0.11079,53.119,44.149,64.097,54.003,25.534,62.308,21.892,41.179,36.157,44.315,50.111,42.105,16.534
155,0.20875,3666.2,4505.9,9.3912,27.032,42.386,2696.2,75.523,120.36,0.33845,80.527,49.251,2624.9,24.502,49.427,3093.9,22.935,66.244,239.23,340.83,94.387,77.722,32.188,8.9435,25.958,6.8487,19.056,1.6557,33.02,13.863,23.082,1.2078,18.964,2.2801,4.955,2.4309,0.018514,0.83463,0.11079,53.119,44.149,63.237,53.718,20.959,61.76,21.973,40.832,35.895,45.209,50.38,40.907,18.063
156,0.21102,3644.9,4497.9,9.3368,26.372,42.261,2694.8,75.201,120.39,0.33821,80.451,49.568,2623.3,25.049,50.635,3093.4,22.22,66.289,240.66,340.99,94.626,77.147,32.188,8.9435,25.958,6.8487,19.056,1.6557,33.02,13.863,23.082,1.2078,18.964,2.2801,4.955,2.4309,0.029693,0.82832,0.096946,53.668,44.381,63.603,53.814,20.735,60.916,21.376,40.862,36.83,48.003,50.117,41.664,19.789
157,0.25953,3664.7,4459.9,9.2639,26.878,42.588,2694.1,74.238,120.38,0.34409,80.28,50.98,2621.8,26.192,50.387,3092.5,22.04,66.296,239.65,340.93,94.584,77.295,32.657,9.0126,25.663,6.9693,19.184,1.683,33.405,13.953,23.593,1.2346,19.182,2.2893,4.8544,2.3061,0.029693,0.82832,0.096946,53.668,44.381,63.939,53.671,25.334,62.302,21.641,40.594,40.984,47.429,50.222,41.134,20.228
158,0.25903,3717.5,4498.1,9.4314,26.937,42.267,2694.3,73.649,120.39,0.33956,80.415,49.144,2623.3,25.871,51.451,3092.8,22.787,66.264,237.73,340.93,94.494,77.638,32.657,9.0126,25.663,6.9693,19.184,1.683,33.405,13.953,23.593,1.2346,19.182,2.2893,4.8544,2.3061,0.029693,0.82832,0.096946,53.668,44.381,63.03,53.214,25.383,60.343,21.913,41.147,35.581,49.892,50.409,41.487,18.421
159,0.21339,3622.2,4397.7,9.3756,27.322,42.486,2694.4,75.083,120.4,0.35595,80.538,49.998,2623.1,24.982,49.732,3092.7,22.023,66.306,240.93,340.95,94.545,77.603,31.933,9.0316,26.039,7.0228,19.026,1.6507,33.174,14.057,23.493,1.1479,18.852,2.2262,4.9596,2.2738,0.029693,0.82832,0.096946,53.668,44.381,63.586,54.043,20.472,62.113,22.134,41.678,38.093,45.913,50.137,41.005,20.221
160,0.2085,3658.8,4476.0,9.3419,26.736,42.206,2694.3,75.329,120.39,0.35079,80.564,49.541,2622.6,24.959,49.404,3092.1,22.949,66.352,239.48,340.6,94.676,77.487,31.933,9.0316,26.039,7.0228,19.026,1.6507,33.174,14.057,23.493,1.1479,18.852,2.2262,4.9596,2.2738,0.029693,0.82832,0.096946,53.668,44.381,62.958,53.107,20.953,61.256,21.691,42.308,36.748,45.155,50.277,41.343,18.019
161,0.27981,3643.5,4459.8,9.2712,26.781,42.131,2694.0,74.742,120.38,0.36174,80.403,50.111,2621.7,23.78,51.04,3092.3,22.875,66.334,238.95,340.67,94.614,77.28,32.008,8.9481,25.776,6.9043,18.615,1.6755,33.223,13.868,23.31,1.1545,18.417,2.2741,4.9296,2.4288,0.0039272,0.80182,0.090149,53.695,43.451,62.642,53.632,27.492,62.041,21.547,44.035,38.428,48.941,50.166,40.737,18.211
162,0.28026,3628.6,4484.7,9.3729,26.971,42.13,2692.8,75.477,120.4,0.36355,80.217,49.103,2621.5,24.033,49.083,3091.6,22.858,66.272,239.56,341.09,94.766,77.324,32.008,8.9481,25.776,6.9043,18.615,1.6755,33.223,13.868,23.31,1.1545,18.417,2.2741,4.9296,2.4288,0.0039272,0.80182,0.090149,53.695,43.451,62.9,53.335,27.448,60.566,21.783,43.813,35.461,44.411,50.054,41.392,18.272
163,0.27447,3674.1,4496.3,9.3036,26.379,42.342,2695.8,74.04,120.36,0.34587,80.182,48.181,2624.2,25.491,49.234,3092.9,22.872,66.218,240.01,341.23,94.692,77.5,31.999,8.8986,26.165,6.9701,18.744,1.713,32.795,13.951,23.527,1.1439,18.776,2.2115,4.9725,2.4062,0.0039272,0.80182,0.090149,53.695,43.451,63.079,54.197,27.033,59.988,21.761,41.112,32.747,44.761,49.962,40.909,18.244
164,0.27266,3661.5,4516.1,9.2925,26.714,42.378,2698.8,75.448,120.43,0.34721,80.333,49.733,2627.3,24.955,50.83,3095.5,22.958,66.182,238.47,341.62,94.619,77.635,31.999,8.8986,26.165,6.9701,18.744,1.713,32.795,13.951,23.527,1.1439,18.776,2.2115,4.9725,2.4062,0.0039272,0.80182,0.090149,53.695,43.451,63.295,53.959,27.211,62.105,21.931,40.949,37.315,48.455,50.045,42.384,18.024
165,0.27665,3685.6,4499.1,9.4087,26.614,42.219,2700.9,74.707,120.39,0.35582,80.528,49.941,2630.0,25.037,48.783,3098.2,23.702,66.239,238.24,341.4,94.556,77.709,32.456,8.9489,26.363,6.8162,18.458,1.662,32.715,13.967,23.586,1.1309,18.679,2.2351,4.816,2.3074,0.0039272,0.80182,0.090149,53.695,43.451,62.252,53.864,27.37,62.541,21.944,42.245,37.927,43.716,50.007,40.651,16.227
166,0.27674,3669.6,4467.8,9.4685,27.088,42.465,2701.8,75.148,120.42,0.35774,80.445,49.822,2630.8,24.526,50.457,3099.8,21.636,66.235,237.48,341.8,94.525,77.286,32.456,8.9489,26.363,6.8162,18.458,1.662,32.715,13.967,23.586,1.1309,18.679,2.2351,4.816,2.3074,0.0078637,0.83554,0.10536,53.255,43.337,62.527,54.237,27.361,61.178,22.161,42.01,37.576,47.592,49.304,41.241,21.156
167,0.23154,3679.9,4522.0,9.2471,27.267,42.879,2700.4,74.777,120.4,0.35766,80.161,48.74,2628.6,23.889,48.979,3098.7,23.748,66.167,236.05,341.8,94.613,77.338,32.33,9.0172,26.261,6.8114,19.4,1.6613,33.27,13.831,23.864,1.233,18.392,2.2385,4.8794,2.3498,0.0078637,0.83554,0.10536,53.255,43.337,63.69,54.32,23.03,61.271,21.855,42.647,34.393,44.172,49.067,41.077,16.155
168,0.23021,3700.4,4513.1,9.545,26.789,42.453,2700.5,75.221,120.43,0.35551,80.273,50.47,2628.8,25.339,50.142,3099.0,22.692,66.077,235.01,341.63,94.566,77.725,32.33,9.0172,26.261,6.8114,19.4,1.6613,33.27,13.831,23.864,1.233,18.392,2.2385,4.8794,2.3498,0.0078637,0.83554,0.10536,53.255,43.337,63.337,54.426,23.161,60.361,22.049,42.909,39.482,46.864,48.8,41.999,18.632
169,0.2414,3670.9,4403.3,9.4892,27.087,42.61,2700.7,74.651,120.41,0.34341,80.259,50.55,2628.7,24.82,50.93,3099.1,22.989,66.039,233.6,341.7,94.352,77.778,32.823,9.0746,26.038,6.9232,18.613,1.6051,33.362,13.785,23.772,1.3043,18.494,2.2048,4.9092,2.3341,0.0078637,0.83554,0.10536,53.255,43.337,63.951,53.402,24.038,61.576,21.979,40.877,39.717,48.687,48.564,41.065,17.92
170,0.24357,3680.8,4432.8,9.3455,27.093,42.528,2700.9,74.652,120.42,0.34331,80.385,50.143,2629.7,24.519,52.023,3099.5,23.839,66.053,230.02,342.08,94.495,77.409,32.823,9.0746,26.038,6.9232,18.613,1.6051,33.362,13.785,23.772,1.3043,18.494,2.2048,4.9092,2.3341,0.0078637,0.83554,0.10536,53.255,43.337,63.779,53.049,23.824,61.381,21.951,40.89,38.52,51.216,48.523,41.77,15.91
171,0.19027,3657.6,4527.3,9.4921,27.066,41.889,2700.0,74.063,120.39,0.34069,80.329,48.909,2627.8,26.17,49.597,3097.2,22.963,66.034,234.58,342.48,94.494,77.661,32.479,8.8724,25.848,7.0039,18.819,1.6369,32.813,13.64,23.485,1.3445,18.913,2.259,4.8802,2.1983,0.0075455,0.82912,0.094051,53.905,43.427,63.214,53.812,18.894,60.941,22.097,39.937,34.89,45.602,48.59,41.46,17.971
172,0.18934,3640.2,4516.2,9.348,26.806,42.519,2700.7,75.09,120.41,0.3403,80.394,51.451,2629.9,26.739,50.545,3097.8,22.85,66.048,235.47,342.11,94.622,77.376,32.479,8.8724,25.848,7.0039,18.819,1.6369,32.813,13.64,23.485,1.3445,18.913,2.259,4.8802,2.1983,0.0075455,0.82912,0.094051,53.905,43.427,63.512,53.944,18.984,61.252,22.196,39.985,42.37,47.795,48.511,41.36,18.247
173,0.21942,3642.1,4471.8,9.314,27.201,41.908,2700.5,74.369,120.4,0.32015,80.314,49.781,2629.7,24.757,49.614,3097.8,23.422,66.015,234.78,342.32,94.575,77.31,31.9,8.9563,26.522,7.0125,18.615,1.6272,33.065,13.897,23.557,1.228,18.311,2.2864,4.9682,2.4138,0.0075455,0.82912,0.094051,53.905,43.427,62.695,53.98,21.632,63.101,22.419,38.407,37.457,45.642,48.575,41.25,16.899
174,0.21973,3655.2,4504.2,9.5151,27.002,42.018,2702.5,73.598,120.37,0.32251,80.284,49.103,2631.8,23.561,48.391,3098.1,23.104,66.008,234.28,342.24,94.69,77.638,31.9,8.9563,26.522,7.0125,18.615,1.6272,33.065,13.897,23.557,1.228,18.311,2.2864,4.9682,2.4138,0.0075455,0.82912,0.094051,53.905,43.427,62.469,53.592,21.601,59.967,22.515,38.118,35.46,42.811,48.625,40.924,17.632
175,0.2747,3667.2,4484.1,9.5026,27.077,42.926,2703.1,75.231,120.38,0.34826,80.158,48.943,2631.2,25.49,49.352,3100.8,22.609,65.995,233.18,342.06,94.641,77.28,32.123,8.9242,26.415,6.8171,18.764,1.6493,33.173,13.949,23.864,1.1999,18.549,2.2526,4.9091,2.2864,0.0075455,0.82912,0.094051,53.905,43.427,62.069,54.344,27.208,60.25,22.253,41.768,34.991,45.035,48.728,40.292,18.836
176,0.27869,3634.4,4507.6,9.3519,27.062,42.329,2703.3,75.046,120.4,0.34967,79.983,49.352,2632.4,24.113,49.577,3100.2,23.845,65.921,234.89,342.73,94.682,77.355,32.123,8.9242,26.415,6.8171,18.764,1.6493,33.173,13.949,23.864,1.1999,18.549,2.2526,4.9091,2.2864,0.0050359,0.82416,0.11886,53.244,45.02,62.633,54.062,26.816,62.735,22.437,41.596,36.193,45.555,48.414,41.368,15.92
177,0.25658,3669.5,4502.2,9.4547,26.65,42.704,2708.0,75.303,120.43,0.35435,80.317,50.731,2637.3,24.291,48.672,3103.1,24.043,65.899,234.27,342.94,94.517,77.661,32.412,8.9401,26.549,6.9966,18.538,1.6449,33.366,13.688,23.727,1.115,18.333,2.2822,4.8828,2.2282,0.0050359,0.82416,0.11886,53.244,45.02,63.712,53.775,25.101,60.079,22.562,42.58,40.25,43.46,48.402,41.823,15.408
178,0.2562,3679.9,4484.8,9.3733,27.16,42.173,2707.7,74.91,120.39,0.35477,80.354,51.276,2636.7,25.893,49.825,3104.4,23.049,65.952,232.3,342.44,94.438,77.615,32.412,8.9401,26.549,6.9966,18.538,1.6449,33.366,13.688,23.727,1.115,18.333,2.2822,4.8828,2.2282,0.0050359,0.82416,0.11886,53.244,45.02,63.534,53.984,25.138,61.622,22.561,42.529,41.855,46.129,48.509,40.842,17.756
179,0.22776,3648.1,4521.4,9.4135,27.137,42.456,2707.1,74.636,120.39,0.32736,80.239,50.865,2636.0,26.379,49.945,3102.8,23.483,65.983,231.7,342.65,94.57,77.329,31.829,8.9734,26.399,6.7396,18.756,1.6533,32.777,13.781,23.398,1.2507,18.046,2.2549,4.8994,2.2111,0.0050359,0.82416,0.11886,53.244,45.02,62.482,54.122,22.272,60.656,22.707,38.869,40.647,46.408,48.493,40.626,16.741
180,0.22622,3661.0,4524.1,9.401,26.958,42.718,2707.0,75.99,120.4,0.33059,80.129,47.62,2635.6,24.796,51.384,3103.0,23.131,65.939,233.14,343.31,94.475,77.164,31.829,8.9734,26.399,6.7396,18.756,1.6533,32.777,13.781,23.398,1.2507,18.046,2.2549,4.8994,2.2111,0.0050359,0.82416,0.11886,53.244,45.02,62.26,54.09,22.423,62.726,22.534,38.475,31.097,49.736,48.297,41.266,17.597
181,0.28513,3702.8,4511.8,9.4843,27.178,42.277,2706.6,75.238,120.41,0.34045,79.894,51.124,2635.0,25.595,49.631,3103.9,22.52,65.846,232.66,342.75,94.616,77.183,32.518,9.011,26.077,7.04,18.707,1.6187,33.516,13.67,23.539,1.1819,18.585,2.2451,4.9304,2.2526,0.0016894,0.80419,0.092441,54.652,44.077,63.809,53.723,27.863,63.049,22.37,39.632,41.408,45.68,48.134,41.229,19.069
182,0.28146,3743.5,4467.7,9.3411,26.719,42.443,2709.1,74.735,120.41,0.33789,80.006,51.152,2638.5,25.47,52.174,3104.3,23.956,65.78,232.82,343.71,94.212,77.403,32.518,9.011,26.077,7.04,18.707,1.6187,33.516,13.67,23.539,1.1819,18.585,2.2451,4.9304,2.2526,0.0016894,0.80419,0.092441,54.652,44.077,63.108,54.252,28.223,63.344,22.583,39.944,41.489,51.564,47.997,41.787,15.645
